agency_name,_type,id,name,description,classification,start_time,end_time,timezone,status,all_day,location_name,location_url,location_address,source_url,source_note,scraped_time
Chicago Police Department,event,chi_police/201711161900/16/1611_beat_meeting,1611 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-11-16 19:00,2017-11-16 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Thecla 6333 N. Newcastle,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711161900/3/30_sector_beat_meeting_331_332_333_334,"30 Sector Beat Meeting (331, 332, 333 & 334)","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2017-11-16 19:00,2017-11-16 20:00,America/Chicago,confirmed,0,N/A,N/A,"ABJ Community Service Center1818 E. 71st StChicago, IL. 60649",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711161900/14/1431_beat_meeting,1431 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-11-16 19:00,2017-11-16 20:00,America/Chicago,confirmed,0,N/A,N/A,Haas Park 2402 N. Washtenaw,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711161830/25/2533_beat_meeting,2533 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-11-16 18:30,2017-11-16 19:30,America/Chicago,confirmed,0,N/A,N/A,5555 W. Grand Ave.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711161800/11/beat_meeting_1113_14_15,"Beat Meeting: 1113,14,15","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 111314",2017-11-16 18:00,2017-11-16 19:00,America/Chicago,confirmed,0,N/A,N/A,St. Michaels's MBC 4106 W. Monroe,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711161800/16/dac_meeting,DAC Meeting,"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2017-11-16 18:00,2017-11-16 19:00,America/Chicago,confirmed,0,N/A,N/A,5151 N. Milwaukee,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151930/17/beat_1722_and_1723_community_meeting,Beat 1722 and 1723 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 17",2017-11-15 19:30,2017-11-15 20:30,America/Chicago,confirmed,0,N/A,N/A,"District Station, 4650 N. Pulaski",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151900/19/beat_1921_1922_and_1931_community_meeting,"Beat 1921, 1922 and 1931 Community Meeting","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2017-11-15 19:00,2017-11-15 20:00,America/Chicago,confirmed,0,N/A,N/A,"Old 19th District Station, 2452 W. Belmont",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151900/12/1213_beat_meeting,1213 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 12",2017-11-15 19:00,2017-11-15 20:00,America/Chicago,confirmed,0,N/A,N/A,Northwest Settlement House 1012 N Noble 2nd Flr,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151900/16/1623_beat_meeting,1623 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2017-11-15 19:00,2017-11-15 20:00,America/Chicago,confirmed,0,N/A,N/A,16th District Station Community Room 5151 N. Milwaukee,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151900/3/20_sector_beat_meeting_321_322_323_324,"20 Sector Beat Meeting (321, 322, 323 & 324)","CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2017-11-15 19:00,2017-11-15 20:00,America/Chicago,confirmed,0,N/A,N/A,"Manor Church 600 E. 73rd St. Chicago, IL. 60619",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151900/14/1423_beat_meeting,1423 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2017-11-15 19:00,2017-11-15 20:00,America/Chicago,confirmed,0,N/A,N/A,Humboldt Park Field House1400 N. Sacramento,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151900/20/2013_beat_meeting,2013 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2017-11-15 19:00,2017-11-15 20:00,America/Chicago,confirmed,0,N/A,N/A,Philadelphia Church 5437 N. Clark St.,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151830/1/caps_beat_133_residential_meeting,CAPS Beat 133 Residential Meeting ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 1",2017-11-15 18:30,2017-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,Dearborn Homes 2930 S. Dearborn ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151830/2/beat_meeting_for_beats_233/234/235,Beat Meeting for Beats 233/234/235,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 2",2017-11-15 18:30,2017-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,1526 E. 55th St. (Treasure Island),https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151830/25/2515_beat_meeting,2515 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2017-11-15 18:30,2017-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,St. Stanislaus 2310 N. Lorel,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151830/6/623/624_beat_meeting,623/624 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 6",2017-11-15 18:30,2017-11-15 19:30,America/Chicago,confirmed,0,N/A,N/A,"Urban Partnership Bank, 7801 S. State",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201711151815/17/beat_1724_community_meeting,Beat 1724 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 17",2017-11-15 18:15,2017-11-15 19:15,America/Chicago,confirmed,0,N/A,N/A,"Horner Park, 2741 W. Montrose",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
